"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"23050",16453037,"Tesco in-store Pharmacy",5,28,364,546475.4,187409.8,1,200003142112,"0001000007473801",8,546459.2,187461.2,4000000030156757,2,53.9,"822","High Road","Romford","Greater London","RM6 4HY","Y","Redbridge London Boro",3456779298,"www.tesco.com","Tesco","","","Beechwood House Publishing Ltd","2015-03-01"
"23073",16453956,"Dr Goriparthi",5,28,369,547849.4,185742.3,1,100023639,"0001000000051990",2,547834,185725,4000000030156683,5,23.2,"370","Parsloes Avenue","Dagenham","Greater London","RM9 5QP","Y","Barking and Dagenham London Boro",2085922280,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"23093",16427349,"Hedgemans Road Medical Practice",5,28,369,548794.4,184534.2,1,100042180,"0001000000107409",3,548796.5,184518.3,4000000030262328,5,16,"92","Hedgemans Road","Dagenham","Greater London","RM9 6HT","Y","Barking and Dagenham London Boro",2085924242,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"23166",16432306,"Dr Hamilton-Smith, Oladimeji & Imran",5,28,369,548378.8,188099.6,1,100001237,"1000001811279838",1,548402.8,188102.2,4000000030102885,4,24.1,"","Ashton Gardens","Romford","Greater London","RM6 6RT","Y","Barking and Dagenham London Boro",8443878044,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"23264",49127045,"Gallions Reach Health Centre",5,28,365,546469.1,180631.6,1,100023267029,"0001000007457303",5,546532.2,180701.1,4000000030350160,2,93.9,"","Bentham Road","London","Greater London","SE28 8BE","Y","Greenwich London Boro",2083205712,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"23632",16444817,"Ghir Ltd",5,28,364,543119.6,183652.8,1,10008993694,"0001000042416360",3,543121.3,183669.6,4000000030360035,4,16.9,"426-428","Barking Road","London","Greater London","E6 2SA","Y","Newham London Boro",2084703716,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"23644",16452417,"Your Local Boots Pharmacy",5,28,364,544535,181823,1,10008997823,"1000001811200247",1,544558.7,181886.6,4000000030703659,9,67.9,"Unit 15, Gallions Reach","Armada Way","London","Greater London","E6 7FB","N","Newham London Boro",NA,"www.boots-uk.com","Alliance Boots","","","Beechwood House Publishing Ltd","2015-03-01"
"25488",107701815,"KCA",2,10,167,544262,184273.6,1,NA,"0001000007191174",3,544244,184277,4000000030360725,6,18.3,"26","Linton Road","Barking","Greater London","IG11 8HG","Y","Barking and Dagenham London Boro",2085916800,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25499",105250797,"Day & Night Pharmacy",5,28,364,544353.8,184233.7,1,100060461,"0001000007191189",4,544367.2,184222.6,5000005111018026,1,17.4,"17","Station Parade","Barking","Greater London","IG11 8ED","Y","Barking and Dagenham London Boro",2085910889,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25534",103913704,"Tan & Associates Orthodontic Practice",5,28,368,551476.9,188266.3,1,100023211098,"0001000000292156",2,551456,188264.6,4000000030366419,2,21,"195","South Street","Romford","Greater London","RM1 1QA","Y","Havering London Boro",1708744828,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25885",111271146,"Clockhouse Pharmacy",5,28,364,549903,191192.3,1,100023217670,"0001000000177159",2,549914.5,191183.2,4000000030263966,6,14.7,"5","Clockhouse Lane","Romford","Greater London","RM5 3PH","Y","Havering London Boro",1708733331,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25929",103914358,"The Family Dental Practice",5,28,368,548671.6,186631.1,1,100091542,"0001000000114672",3,548670.2,186653.6,4000000030262877,4,22.5,"618","Becontree Avenue","Dagenham","Greater London","RM8 3HB","Y","Barking and Dagenham London Boro",2085926406,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25986",103975191,"Abbey Dental Barking",5,28,368,544310,184031,1,10023590960,"1000001811307779",4,544295.4,184042.7,4000000030360594,5,18.7,"2","Arboretum Place","Barking","Greater London","IG11 7RL","N","Barking and Dagenham London Boro",2085944129,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"25988",17783282,"Bowling Green",4,24,290,548607,190302,1,NA,"1000001806597600",4,548581,190222.7,4000000031048784,1,83.5,"","","","Greater London","RM5","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"25995",17783435,"Caravan Park",1,1,2,551075,186044,2,NA,"Not Assigned",0,551068.2,186088.3,4000000031189263,1,44.9,"","","","Greater London","RM7","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"26025",103914354,"Mr Dewji's Dental Surgery",5,28,368,549054.6,184480.8,1,10002168633,"0001000000158898",2,549075.4,184482.4,4000000030262343,2,20.9,"221","Heathway","Dagenham","Greater London","RM9 6AE","Y","Barking and Dagenham London Boro",2085920822,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26026",103914362,"Thames View Dental Surgery",5,28,368,546040.2,183101.4,1,100100163,"1000001811248360",1,546044.2,183128.5,4000000030256742,3,27.4,"","Bastable Avenue","Barking","Greater London","IG11 0LG","Y","Barking and Dagenham London Boro",2085940047,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26187",17783247,"Bowling Green",4,24,290,547871,188211,1,NA,"1000001810662527",4,547841,188202.4,4000000030157542,3,31.2,"","","","Greater London","RM6","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"26285",103905720,"Mr M A Nooruddin's Surgery",5,28,368,544478,183438.3,1,100091394,"0001000042431033",7,544453.3,183430.2,4000000031030120,1,26,"","Gascoigne Road","Barking","Greater London","IG11 7RS","Y","Barking and Dagenham London Boro",2085942496,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26300",103913979,"Mr Vijay Vithani's Dental Practice",5,28,368,546322.7,180801.9,1,10010194728,"0001000007457336",3,546333.1,180841.5,4000000030245022,3,40.9,"12","Joyce Dawson Way","London","Greater London","SE28 8RA","Y","Greenwich London Boro",2083119400,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26308",103911244,"Beech Court Care Centre",2,10,167,551625.8,187894.1,1,100021397108,"0001000041283043",5,551647.2,187897.5,4000000030263676,5,21.7,"","South Street","Romford","Greater London","RM1 2AJ","Y","Havering London Boro",1708720123,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26335",103926759,"Room 241 - 255",5,28,365,549521,186881,1,100035249,"0001000000164069",2,549488.6,186961.4,4000000030430932,7,86.7,"Community Mental Health Services","","Dagenham","Greater London","RM10 7BN","N","Barking and Dagenham London Boro",2082275432,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26342",103930137,"Chaseview Care, Residential & Nursing Home",2,10,167,550973.7,186695.8,1,100101940,"0001000000218749",6,550914.6,186685.1,4000000030159708,6,60,"","Dagenham Road","Rush Green, Romford","Greater London","RM7 0XY","Y","Barking and Dagenham London Boro",2085171436,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26381",103914448,"Elm Park Dental Surgery",5,28,368,552533.4,185469,1,100023214059,"0001000000344305",2,552549,185458.1,4000000030159736,4,19,"28","Rosewood Avenue","Hornchurch","Greater London","RM12 5LH","Y","Havering London Boro",1708451882,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26443",103928391,"Grove Surgery",5,28,369,547168.4,188558.8,1,100022262885,"0001000000065557",5,547151.9,188551,4000000030362450,3,18.2,"200","Chadwell Heath Lane","Romford","Greater London","RM6 4YU","Y","Redbridge London Boro",2085487520,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26465",103910768,"Airthrie Road Care Home",5,28,373,546650.8,186775.8,1,100022192404,"0001000007468094",4,546666.2,186775.5,4000000030102642,5,15.4,"56","Airthrie Road","Ilford","Greater London","IG3 9QU","Y","Redbridge London Boro",2085900154,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26466",119170182,"Ilford Lane Surgery",5,28,369,544140.8,185063,1,10023771710,"1000001811319299",2,544120.4,185044.8,4000000031267936,2,27.3,"417","Ilford Lane","Ilford","Greater London","IG1 2SN","Y","Redbridge London Boro",2084781366,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26471",104584929,"Loxford Polyclinic",5,28,365,544140.8,185063,1,10023771710,"1000001811319299",2,544120.4,185044.8,4000000031267936,2,27.3,"417","Ilford Lane","Ilford","Greater London","IG1 2SN","Y","Redbridge London Boro",2088223800,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26506",103911260,"Park House Care Home",5,28,373,552223.1,187518,1,100021338117,"0001000000350897",2,552205.1,187514.7,4000000030430996,3,18.3,"157","Park Lane","Hornchurch","Greater London","RM11 1EH","Y","Havering London Boro",1708707370,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26578",103928396,"Brook House Care Centre",5,28,373,546421.9,180761.4,1,10010222875,"0001000043001938",5,546443.6,180780.4,4000000030719472,4,28.9,"Brook House 20","Meadowford Close","London","Greater London","SE28 8GA","Y","Greenwich London Boro",2083205600,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26610",103911499,"The Fountains Care Centre",2,10,167,551651.1,184053.2,1,100021356713,"1000002504019125",2,551647.9,184040.3,4000000030262564,5,13.3,"12","Theydon Gardens","Rainham","Greater London","RM13 7TU","Y","Havering London Boro",1708554456,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26670",103914369,"O F Abbas & Associates",5,28,368,549059.8,184810,1,10002168132,"0001000000157596",2,549044.2,184809.6,4000000031211836,2,15.6,"276a","Heathway","Dagenham","Greater London","RM10 8QS","Y","Barking and Dagenham London Boro",2085925030,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26675",103929078,"Vicarage Road Care Home",5,28,373,549558.3,184437.7,1,100061516,"0001000000158884",2,549581.8,184438,4000000030159427,2,23.5,"28","Vicarage Road","Dagenham","Greater London","RM10 9SD","Y","Barking and Dagenham London Boro",2085921257,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26708",103913821,"Chadwell Heath Dental Practice",5,28,368,547518.5,187799.2,1,100022264806,"0001000000060264",4,547508.3,187820.9,4000000030361364,2,24,"1054","High Road","Romford","Greater London","RM6 4BB","Y","Redbridge London Boro",2085991611,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26883",16445307,"Hannigan Pharmacy",5,28,364,547414,185945,1,100091642,"0001000000053177",2,547427,185938.9,4000000030257334,2,14.3,"240","Bennetts Castle Lane","Dagenham","Greater London","RM8 3UU","Y","Barking and Dagenham London Boro",2085921752,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26962",16445430,"Lloyds Pharmacy",5,28,364,548272.6,188089.5,1,100013013,"0001000000124735",3,548275.4,188069.4,4000000030258935,2,20.3,"167-169","High Road","Romford","Greater London","RM6 6NL","Y","Barking and Dagenham London Boro",2085902214,"www.lloydspharmacy.com","Lloyds Pharmacy","","","Beechwood House Publishing Ltd","2015-03-01"
"26975",16444336,"Britannia Pharmacy",5,28,364,545255,185022.8,1,100018906,"0001000007382328",2,545238.8,185045.3,4000000030975408,3,27.7,"11 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UN","Y","Barking and Dagenham London Boro",2085942686,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"26989",103910779,"Broomhill Lodge Care Home",5,28,373,546429,186974,1,100022199577,"0001000007468826",3,546410.9,186974.2,5000005124590774,1,18.1,"1","Broomhill Road","Ilford","Greater London","IG3 9SH","Y","Redbridge London Boro",2085903427,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27038",103923531,"East Street Dental",5,28,368,544289.8,184157.1,1,100055717,"0001000007190963",6,544276.8,184188.9,5000005109391535,1,34.4,"63","East Street","Barking","Greater London","IG11 8EJ","Y","Barking and Dagenham London Boro",2085327910,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27143",103930124,"Longbridge Road (144) Care Home",5,28,373,544862.1,184745.7,1,100019316,"0001000042431084",4,544850,184763.3,4000000030256718,3,21.3,"144","Longbridge Road","Barking","Greater London","IG11 8SP","Y","Barking and Dagenham London Boro",2085946510,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27291",16444328,"Sainsbury's Pharmacy",5,28,364,548047.6,188041.4,1,100013026,"0001000000123751",6,548054.6,188019.9,4000000030258932,3,22.6,"97-131","High Road","Romford","Greater London","RM6 6PB","Y","Barking and Dagenham London Boro",2085978192,"www.sainsburys.co.uk","Sainsbury's Pharmacy","","","Beechwood House Publishing Ltd","2015-03-01"
"27299",108408822,"Marks Gate Health Centre",5,28,365,548143.5,189529.1,1,100091557,"1000001811261649",2,548143.5,189508,4000000030362552,4,21.1,"","Lawn Farm Grove","Romford","Greater London","RM6 5LL","Y","Barking and Dagenham London Boro",2084653460,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27386",16434150,"Tulasi Medical Centre",5,28,369,547348.7,186862,1,100003078,"0001000000057182",3,547368.3,186865.3,4000000030156766,6,19.9,"10","Bennetts Castle Lane","Dagenham","Greater London","RM8 3XU","Y","Barking and Dagenham London Boro",2085901773,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27434",16432305,"Five Elms Medical Practice",5,28,369,548646.6,186051.6,1,100009947,"0001000000117320",3,548621,186025.6,4000000030159626,2,36.5,"","Five Elms Road","Dagenham","Greater London","RM9 5TT","Y","Barking and Dagenham London Boro",2085171175,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27471",16427384,"Drs Kana & Salam",5,28,369,547379.5,188180.8,1,10034920979,"0001000000068071",6,547366.9,188168.1,4000000030428919,2,17.9,"72-74","Chadwell Heath Lane","Romford","Greater London","RM6 4AF","Y","Redbridge London Boro",2085861430,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27473",16428906,"Dr Gupta & Partner",5,28,369,544532.4,184330.5,1,100065391,"0001000042433306",3,544523.4,184318.6,4000000030256631,3,14.9,"7","Salisbury Avenue","Barking","Greater London","IG11 9XQ","Y","Barking and Dagenham London Boro",8444778704,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27477",16430138,"Dr Mathukia & Partner",5,28,369,543988.3,185482.1,1,100023043966,"0001000007109181",4,543971.8,185477,4000000030360980,2,17.3,"281","Ilford Lane","Ilford","Greater London","IG1 2SF","Y","Redbridge London Boro",2085539577,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27491",16432335,"Dr Prasad",5,28,369,545403.6,184883.4,1,100050831,"0001000007376870",4,545383.1,184875.3,4000000030102514,4,22.1,"51","Upney Lane","Barking","Greater London","IG11 9LD","Y","Barking and Dagenham London Boro",2085943667,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27568",16445312,"Newlands Pharmacy",5,28,364,552590.5,185580.1,1,100023214038,"0001000000341559",2,552608.9,185582.3,4000000030159740,2,18.5,"6","Station Parade","Hornchurch","Greater London","RM12 5AB","Y","Havering London Boro",1708451734,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27573",16444342,"Britannia Pharmacy",5,28,364,545327.1,185037.3,1,100018900,"0001000007382285",3,545294.7,185083.6,4000000030988774,5,56.5,"19 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UW","Y","Barking and Dagenham London Boro",2085940364,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27612",16432331,"Dr Marks",5,28,369,551979.3,188225.4,1,100023211316,"0001000000291559",4,551983.9,188202.4,4000000030160138,2,23.5,"107","Brentwood Road","Romford","Greater London","RM1 2SH","Y","Havering London Boro",1708740244,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27627",16438574,"Orchard Surgery",5,28,369,544478,183438.3,1,100091394,"0001000042431033",7,544453.3,183430.2,4000000031030120,1,26,"","Gascoigne Road","Barking","Greater London","IG11 7RS","Y","Barking and Dagenham London Boro",2036576887,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27643",16445555,"Woodlands Pharmacy",5,28,364,544261.1,185792.6,1,100023043228,"0001000007193223",2,544271,185767.1,4000000030156479,3,27.4,"119","Hampton Road","Ilford","Greater London","IG1 1PR","Y","Redbridge London Boro",2084780261,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27658",16427345,"Dr Sharma & Partners",5,28,369,549233.7,186816.7,1,100100729,"0001000000164776",3,549226.3,186779.5,4000000030262896,4,37.9,"","Althorne Way","Dagenham","Greater London","RM10 7DF","Y","Barking and Dagenham London Boro",2085170222,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27777",16444260,"Unique Pharmacy",5,28,364,546699.5,185735.3,1,100090771,"0001000007464806",2,546701.8,185754.5,4000000030257275,3,19.3,"606","Longbridge Road","Dagenham","Greater London","RM8 2AJ","Y","Barking and Dagenham London Boro",2085901480,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27819",16434496,"The Green House Surgery",5,28,369,545504.5,185132.3,1,100092478,"0001000007381819",2,545519.8,185109.9,4000000030256729,5,27.1,"37","Cavendish Gardens","Barking","Greater London","IG11 9DU","Y","Barking and Dagenham London Boro",2085944700,"","","","","Beechwood House Publishing Ltd","2015-03-01"
"27844",16427343,"Dr Sharma & Partner",5,28,369,544901.3,183768.7,1,10023592727,"0001000042430284",3,544913.5,183780.1,4000000030360641,4,16.7,"12","Movers Lane","Barking","Greater London","IG11 7UN","Y","Barking and Dagenham London Boro",2085944042,"","","","","Beechwood House Publishing Ltd","2015-03-01"
